alert_id,transaction_id,account_id,customer_id,rule_id,rule_name,alert_timestamp,transaction_timestamp,alert_severity,risk_points,reason,evidence_json,investigation_status,synthetic_data_flag
AML-D3E1FE4005EBB922,TXN-000000664,ACC-0000045,CUST-000026,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-06-06T01:34:48,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":1,""customer_id"":""CUST-000026"",""kyc_status"":""Verified"",""pep_flag"":false,""sanctions_screening_status"":""Clear""}",open,True
AML-FC8C315E461ED49A,TXN-000000664,ACC-0000045,CUST-000026,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-06T01:34:48,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Mobile App"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Entertainment"",""Grocery"",""Travel"",""Utilities""],""merchant_category"":""Money Transfer"",""novel_pattern"":false}",open,True
AML-B623261EC444C2AF,TXN-000001288,ACC-0000089,CUST-000045,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-06-06T16:05:52,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""NL"",""distinct_prior_countries"":3,""historical_customer_geography"":[""TR"",""US"",""ZA""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-768716C7C9DF6EDE,TXN-000001288,ACC-0000089,CUST-000045,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-06-06T16:05:52,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":1,""customer_id"":""CUST-000045"",""kyc_status"":""Verified"",""pep_flag"":false,""sanctions_screening_status"":""Clear""}",open,True
AML-3DF68B1E3857E2A4,TXN-000001288,ACC-0000089,CUST-000045,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-06T16:05:52,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Cash Services"",""novel_pattern"":false}",open,True
AML-8CB109A999300900,TXN-000000128,ACC-0000009,CUST-000006,AML002,Structuring or smurfing,2026-01-01T00:00:00,2025-06-06T22:37:09,high,35,6 sub-threshold transactions totalled 341.89 within 720 hours.,"{""aggregate_threshold"":300.0,""cumulative_amount"":341.89,""reporting_threshold"":1000.0,""rolling_window_hours"":720,""transaction_count"":6}",open,True
AML-99DF9802C784E52B,TXN-000000128,ACC-0000009,CUST-000006,AML008,Device or session risk,2026-01-01T00:00:00,2025-06-06T22:37:09,medium,18,Device or session conditions observed: failed authentication.,"{""authentication_method"":""Biometric"",""device_id"":""DEV-000006-01"",""ip_country"":""AE"",""login_success"":false,""new_device_indicator"":0,""session_id"":""SES-00000021"",""session_risk_signal"":""Low"",""unusual_ip_geography"":false}",open,True
AML-513C53B52B7F2446,TXN-000000128,ACC-0000009,CUST-000006,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-06-06T22:37:09,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":0,""customer_id"":""CUST-000006"",""kyc_status"":""Enhanced Due Diligence"",""pep_flag"":false,""sanctions_screening_status"":""Clear""}",open,True
AML-281A05E6F0C1AD12,TXN-000000128,ACC-0000009,CUST-000006,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-06T22:37:09,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Entertainment"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Cash Services"",""novel_pattern"":false}",open,True
AML-BAC3127AC5312B48,TXN-000000076,ACC-0000005,CUST-000004,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-06T22:45:41,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Branch"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Cash Services"",""novel_pattern"":false}",open,True
AML-F0FB914AA4C44025,TXN-000001098,ACC-0000075,CUST-000040,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-07T08:37:03,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""POS"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Money Transfer"",""novel_pattern"":false}",open,True
AML-A71F159F711A3835,TXN-000001198,ACC-0000082,CUST-000042,AML002,Structuring or smurfing,2026-01-01T00:00:00,2025-06-07T10:14:12,high,35,6 sub-threshold transactions totalled 572.83 within 720 hours.,"{""aggregate_threshold"":300.0,""cumulative_amount"":572.83,""reporting_threshold"":1000.0,""rolling_window_hours"":720,""transaction_count"":6}",open,True
AML-72DAE8EA3B79C46A,TXN-000001198,ACC-0000082,CUST-000042,AML004,High-risk geography,2026-01-01T00:00:00,2025-06-07T10:14:12,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""ES"",""ip_country"":""ES"",""merchant_country"":""BR""}",open,True
AML-CFBD37AEFB610C18,TXN-000001198,ACC-0000082,CUST-000042,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-06-07T10:14:12,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":0,""customer_id"":""CUST-000042"",""kyc_status"":""Verified"",""pep_flag"":false,""sanctions_screening_status"":""Potential Match""}",open,True
AML-BB7B32CB28B7C0F4,TXN-000001260,ACC-0000087,CUST-000044,AML004,High-risk geography,2026-01-01T00:00:00,2025-06-07T10:54:06,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""DE"",""ip_country"":""DE"",""merchant_country"":""TR""}",open,True
AML-343B9CA4B74E0EA0,TXN-000001260,ACC-0000087,CUST-000044,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-06-07T10:54:06,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""TR"",""distinct_prior_countries"":2,""historical_customer_geography"":[""BR"",""FR""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-7AC41514237FDE59,TXN-000001260,ACC-0000087,CUST-000044,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-06-07T10:54:06,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":0,""customer_id"":""CUST-000044"",""kyc_status"":""Verified"",""pep_flag"":false,""sanctions_screening_status"":""Potential Match""}",open,True
AML-873309037030E675,TXN-000000310,ACC-0000021,CUST-000014,AML002,Structuring or smurfing,2026-01-01T00:00:00,2025-06-07T14:55:35,high,35,4 sub-threshold transactions totalled 857.91 within 720 hours.,"{""aggregate_threshold"":300.0,""cumulative_amount"":857.91,""reporting_threshold"":1000.0,""rolling_window_hours"":720,""transaction_count"":4}",open,True
AML-A5E989E3A91F816B,TXN-000000310,ACC-0000021,CUST-000014,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-06-07T14:55:35,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""NL"",""distinct_prior_countries"":2,""historical_customer_geography"":[""CA"",""FR""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-12F32EB97A01558D,TXN-000000310,ACC-0000021,CUST-000014,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-07T14:55:35,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Utilities"",""novel_pattern"":false}",open,True
AML-D082098EE9242FF3,TXN-000001464,ACC-0000101,CUST-000050,AML004,High-risk geography,2026-01-01T00:00:00,2025-06-08T04:01:12,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""GB"",""ip_country"":""GB"",""merchant_country"":""ZA""}",open,True
AML-2F1B7E7393744BC9,TXN-000000237,ACC-0000015,CUST-000010,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-06-08T10:09:49,medium,20,Cross-border activity reached ratio 1.00 with 2 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""DE"",""distinct_prior_countries"":2,""historical_customer_geography"":[""CA"",""US""],""prior_cross_border_count"":2,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-A725B4F2439A2C60,TXN-000000237,ACC-0000015,CUST-000010,AML008,Device or session risk,2026-01-01T00:00:00,2025-06-08T10:09:49,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""Password"",""device_id"":""DEV-000010-02"",""ip_country"":""AE"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000038"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-9ACB2E0779640E3F,TXN-000001319,ACC-0000091,CUST-000046,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-06-08T17:42:48,medium,20,Cross-border activity reached ratio 1.00 with 2 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""FR"",""distinct_prior_countries"":2,""historical_customer_geography"":[""FR"",""US""],""prior_cross_border_count"":2,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-648AE2F88C6957A3,TXN-000001319,ACC-0000091,CUST-000046,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-08T17:42:48,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Branch"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Crypto Exchange"",""Entertainment"",""Grocery"",""Travel"",""Utilities""],""merchant_category"":""Cash Services"",""novel_pattern"":false}",open,True
AML-08FF5A96F3E1F7A6,TXN-000001085,ACC-0000075,CUST-000040,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-08T17:46:14,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Money Transfer"",""novel_pattern"":false}",open,True
AML-C77FA3B7A19D6475,TXN-000000238,ACC-0000015,CUST-000010,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-06-09T01:43:54,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""CA"",""distinct_prior_countries"":3,""historical_customer_geography"":[""CA"",""DE"",""US""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-3C1070742317F43F,TXN-000000238,ACC-0000015,CUST-000010,AML008,Device or session risk,2026-01-01T00:00:00,2025-06-09T01:43:54,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""MFA Push"",""device_id"":""DEV-000010-01"",""ip_country"":""AE"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000037"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-BE0B234E20426FCA,TXN-000000238,ACC-0000015,CUST-000010,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-06-09T01:43:54,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Utilities"",""novel_pattern"":false}",open,True
AML-1613076921F9C319,TXN-000001089,ACC-0000075,CUST-000040,AML004,High-risk geography,2026-01-01T00:00:00,2025-06-09T16:17:40,medium,18,Transaction matched the synthetic geography condition: unexpected mismatch.,"{""configured_geography_classification"":""unexpected mismatch"",""cross_border_indicator"":true,""customer_country"":""DE"",""ip_country"":""SG"",""merchant_country"":""US""}",open,True
AML-80935FC4F4D118FC,TXN-000001089,ACC-0000075,CUST-000040,AML008,Device or session risk,2026-01-01T00:00:00,2025-06-09T16:17:40,medium,18,Device or session conditions observed: IP mismatch.,"{""authentication_method"":""Biometric"",""device_id"":""DEV-000040-03"",""ip_country"":""SG"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000159"",""session_risk_signal"":""Low"",""unusual_ip_geography"":true}",open,True
AML-A9B9B9B281F2CE44,TXN-000001365,ACC-0000095,CUST-000047,AML004,High-risk geography,2026-01-01T00:00:00,2025-06-09T23:07:38,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""US"",""ip_country"":""US"",""merchant_country"":""TR""}",open,True
AML-3C660513CF1B0CE7,TXN-000001365,ACC-0000095,CUST-000047,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-06-09T23:07:38,medium,20,Cross-border activity reached ratio 1.00 with 2 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""TR"",""distinct_prior_countries"":2,""historical_customer_geography"":[""DE"",""GB""],""prior_cross_border_count"":2,""ratio_threshold"":0.9,""window_days"":30}",open,True
